Depcom	affichage	atteinte cible	Rep_hab graph	Rep_hab	Reste (num)	Nom Com Dep	Nom Commune	Latitude	Longitude	cible	nb rep 2019 cyclistes	Number of Records	Population	Unité affichage
43058	2.991026919	0.06	2.991026919	2.991026919	50	La Chapelle-d'Aurec-43	La Chapelle-d'Aurec	45.330894717	4.205185256	50	0	3	1003	réponses par habitant
43046	0.2	0.02	0.2	0.392310710	49	Chadrac-43	Chadrac	45.061019481	3.901053217	50	1	1	2549	réponses par habitant
43041	0.485672657	0.04	0.485672657	0.485672657	48	Brives-Charensac-43	Brives-Charensac	45.046326709	3.924011151	50	2	2	4118	réponses par habitant
43040	1.935099732	0.193509973	1.935099732	1.935099732	41	Brioude-43	Brioude	45.296437885	3.385263033	67.18	9	13	6718	réponses par habitant
43020	0.2	0.02	0.2	0.229832222	49	Bas-en-Basset-43	Bas-en-Basset	45.315911927	4.104826748	50	1	1	4351	réponses par habitant
43018	0.2	0.02	0.2	0.742390497	49	Bains-43	Bains	44.996138778	3.763524097	50	1	1	1347	réponses par habitant
43012	1.472754050	0.147275405	1.472754050	1.472754050	42	Aurec-sur-Loire-43	Aurec-sur-Loire	45.368864571	4.204597975	61.11	8	9	6111	réponses par habitant
43002	1.959503592	0.06	1.959503592	1.959503592	47	Aiguilhe-43	Aiguilhe	45.053069320	3.885247291	50	3	3	1531	réponses par habitant
42338	1.377410468	0.04	1.377410468	1.377410468	48	Vougy-42	Vougy	46.093061339	4.124026376	50	2	2	1452	réponses par habitant
42336	0.2	0.02	0.2	1.589825119	49	Virigneux-42	Virigneux	45.687224293	4.346456371	50	1	1	629	réponses par habitant
42330	3.133617448	0.313361745	3.133617448	3.133617448	31	Villars-42	Villars	45.468792375	4.352034190	79.78	19	25	7978	réponses par habitant
42323	2.691186365	0.269118636	2.691186365	2.691186365	27	Veauche-42	Veauche	45.562173669	4.289856445	89.18	23	24	8918	réponses par habitant
42319	0.2	0.02	0.2	1.371742112	49	Valeille-42	Valeille	45.707499154	4.281226111	50	1	1	729	réponses par habitant
42316	0.796722058	0.079672206	0.796722058	0.796722058	46	Unieux-42	Unieux	45.406977091	4.269066871	87.86	4	7	8786	réponses par habitant
42305	3.118503119	0.311850312	3.118503119	3.118503119	32	La Talaudière-42	La Talaudière	45.478341122	4.423936929	67.34	18	21	6734	réponses par habitant
42302	2.247471594	0.224747159	2.247471594	2.247471594	34	Sorbiers-42	Sorbiers	45.499708361	4.437288918	80.09	16	18	8009	réponses par habitant
42299	8	1.94	8	28.263403263	0	Savigneux-42	Savigneux	45.622396347	4.100395727	50	79	97	3432	réponses par habitant
42294	0.2	0.02	0.2	1.057082452	49	Saint-Vincent-de-Boisset-42	Saint-Vincent-de-Boisset	46.008720299	4.115867499	50	1	1	946	réponses par habitant
42285	0.506970849	0.04	0.506970849	0.506970849	48	Saint-Romain-le-Puy-42	Saint-Romain-le-Puy	45.556926546	4.131061309	50	2	2	3945	réponses par habitant
42279	6.762079832	0.676207983	6.762079832	6.762079832	0	Saint-Just-Saint-Rambert-42	Saint-Just-Saint-Rambert	45.490325093	4.250265096	152.32	91	103	15232	réponses par habitant
42275	1.301447861	0.130144786	1.301447861	1.301447861	46	Saint-Priest-en-Jarez-42	Saint-Priest-en-Jarez	45.475284097	4.373344669	61.47	4	8	6147	réponses par habitant
42273	7.874015748	0.06	7.874015748	7.874015748	47	Saint-Pierre-la-Noaille-42	Saint-Pierre-la-Noaille	46.182835478	4.103339663	50	3	3	381	réponses par habitant
42271	0.826958859	0.08	0.826958859	0.826958859	48	Saint-Paul-en-Jarez-42	Saint-Paul-en-Jarez	45.470587464	4.578935048	50	2	4	4837	réponses par habitant
42267	0.2	0.02	0.2	0.586510264	49	Saint-Nizier-sous-Charlieu-42	Saint-Nizier-sous-Charlieu	46.162481246	4.126497696	50	1	1	1705	réponses par habitant
42264	0.2	0.02	0.2	0.934579439	49	Saint-Médard-en-Forez-42	Saint-Médard-en-Forez	45.592348530	4.362158644	50	1	1	1070	réponses par habitant
42256	0.630252101	0.06	0.630252101	0.630252101	48	Saint-Marcellin-en-Forez-42	Saint-Marcellin-en-Forez	45.489285461	4.168175764	50	2	3	4760	réponses par habitant
42237	0.450180072	0.045018007	0.450180072	0.450180072	47	Saint-Jean-Bonnefonds-42	Saint-Jean-Bonnefonds	45.456878616	4.448481721	66.64	3	3	6664	réponses par habitant
42236	0.2	0.02	0.2	1.834862385	49	Saint-Hilaire-sous-Charlieu-42	Saint-Hilaire-sous-Charlieu	46.121028822	4.183361483	50	1	1	545	réponses par habitant
42234	0.834956861	0.06	0.834956861	0.834956861	48	Saint-Héand-42	Saint-Héand	45.530525212	4.382036563	50	2	3	3593	réponses par habitant
42225	1.288659794	0.1	1.288659794	1.288659794	45	Genilac-42	Genilac	45.535139427	4.573329625	50	5	5	3880	réponses par habitant
42224	0.2	0.02	0.2	0.350017501	49	Saint-Genest-Malifaux-42	Saint-Genest-Malifaux	45.347245812	4.431326265	50	1	1	2857	réponses par habitant
42223	2.450579971	0.245057997	2.450579971	2.450579971	37	Saint-Genest-Lerpt-42	Saint-Genest-Lerpt	45.455741044	4.331345042	61.21	13	15	6121	réponses par habitant
42222	1.927457508	0.192745751	1.927457508	1.927457508	40	Saint-Galmier-42	Saint-Galmier	45.603379365	4.314505357	57.07	10	11	5707	réponses par habitant
42218	5.211605128	0.521160513	5.211605128	5.211605128	0	Saint-Étienne-42	Saint-Étienne	45.430123551	4.379139971	1719.24	812	896	171924	réponses par habitant
42214	1.970443350	0.04	1.970443350	1.970443350	50	Saint-Cyr-les-Vignes-42	Saint-Cyr-les-Vignes	45.676653801	4.288907434	50	0	2	1015	réponses par habitant
42207	2.292085232	0.229208523	2.292085232	2.292085232	0	Saint-Chamond-42	Saint-Chamond	45.469831952	4.501849895	353.39	70	81	35339	réponses par habitant
42205	0.2	0.02	0.2	1.447178003	49	Saint-Bonnet-le-Courreau-42	Saint-Bonnet-le-Courreau	45.655161946	3.926111601	50	1	1	691	réponses par habitant
42201	4.477611940	0.06	4.477611940	4.477611940	47	Saint-Appolinard-42	Saint-Appolinard	45.345507431	4.647513444	50	3	3	670	réponses par habitant
42189	1.545117429	0.154511743	1.545117429	1.545117429	39	Roche-la-Molière-42	Roche-la-Molière	45.425923044	4.324955598	97.08	11	15	9708	réponses par habitant
42187	2.883090673	0.288309067	2.883090673	2.883090673	0	Roanne-42	Roanne	46.044911249	4.079704565	346.85	93	100	34685	réponses par habitant
42186	0.395882819	0.039588282	0.395882819	0.395882819	45	Rive-de-Gier-42	Rive-de-Gier	45.523236897	4.610009814	151.56	5	6	15156	réponses par habitant
42184	0.562376980	0.056237698	0.562376980	0.562376980	44	Riorges-42	Riorges	46.042911431	4.033755909	106.69	6	6	10669	réponses par habitant
42182	0.2	0.02	0.2	0.321853878	49	Renaison-42	Renaison	46.047660632	3.908575975	50	1	1	3107	réponses par habitant
42179	0.2	0.02	0.2	1.166861144	49	Pralong-42	Pralong	45.660246634	4.020607237	50	1	1	857	réponses par habitant
42177	1.207729469	0.06	1.207729469	1.207729469	47	Pouilly-sous-Charlieu-42	Pouilly-sous-Charlieu	46.135402351	4.132505309	50	3	3	2484	réponses par habitant
42168	2.113048072	0.16	2.113048072	2.113048072	43	Pélussin-42	Pélussin	45.423080635	4.659916569	50	7	8	3786	réponses par habitant
42162	0.2	0.02	0.2	0.859106529	49	Ouches-42	Ouches	46.013322510	3.995920078	50	1	1	1164	réponses par habitant
42159	1.252348153	0.04	1.252348153	1.252348153	48	Noirétable-42	Noirétable	45.805483325	3.744077893	50	2	2	1597	réponses par habitant
42149	2.452367478	0.245236748	2.452367478	2.452367478	37	Montrond-les-Bains-42	Montrond-les-Bains	45.635274630	4.240931735	53.01	13	13	5301	réponses par habitant
42147	7.065322114	0.706532211	7.065322114	7.065322114	0	Montbrison-42	Montbrison	45.600836552	4.071398207	155.69	99	110	15569	réponses par habitant
42134	0.2	0.02	0.2	0.719424460	49	Marcilly-le-Châtel-42	Marcilly-le-Châtel	45.688898921	4.028773283	50	1	1	1390	réponses par habitant
42133	0.2	0.02	0.2	1.392757660	49	Marcenod-42	Marcenod	45.572819953	4.481770975	50	1	1	718	réponses par habitant
42132	0.2	0.02	0.2	1.730103806	50	Malleval-42	Malleval	45.385457777	4.725872590	50	0	1	578	réponses par habitant
42129	1.659292035	0.06	1.659292035	1.659292035	48	Maclas-42	Maclas	45.360927315	4.697682073	50	2	3	1808	réponses par habitant
42127	0.390167772	0.039016777	0.390167772	0.390167772	47	Mably-42	Mably	46.091945687	4.063321183	76.89	3	3	7689	réponses par habitant
42121	0.2	0.02	0.2	6.896551724	49	Lérigneux-42	Lérigneux	45.594507720	3.946803019	50	1	1	145	réponses par habitant
42120	0.2	0.02	0.2	0.582411182	49	Lentigny-42	Lentigny	45.992144561	3.975280312	50	1	1	1717	réponses par habitant
42112	4.514672686	0.04	4.514672686	4.514672686	48	Jarnosse-42	Jarnosse	46.100691759	4.245882987	50	2	2	443	réponses par habitant
42110	0.2	0.02	0.2	0.207813799	49	L'Horme-42	L'Horme	45.492027241	4.540554155	50	1	1	4812	réponses par habitant
42108	0.2	0.02	0.2	0.966183575	49	L'Hôpital-le-Grand-42	L'Hôpital-le-Grand	45.591903535	4.196601735	50	1	1	1035	réponses par habitant
42103	0.394632991	0.039463299	0.394632991	0.394632991	48	La Grand-Croix-42	La Grand-Croix	45.504079586	4.558603818	50.68	2	2	5068	réponses par habitant
42099	0.2	0.02	0.2	0.267737617	50	Fraisses-42	Fraisses	45.384371051	4.260468418	50	0	1	3735	réponses par habitant
42097	2.476361999	0.22	2.476361999	2.476361999	41	La Fouillouse-42	La Fouillouse	45.501002808	4.319207551	50	9	11	4442	réponses par habitant
42095	4.413322349	0.441332235	4.413322349	4.413322349	0	Firminy-42	Firminy	45.378814609	4.288794561	169.94	52	75	16994	réponses par habitant
42094	2.471271469	0.247127147	2.471271469	2.471271469	30	Feurs-42	Feurs	45.732304085	4.223241538	80.93	20	20	8093	réponses par habitant
42092	1.165954139	0.06	1.165954139	1.165954139	47	L'Étrat-42	L'Étrat	45.494347089	4.371579761	50	3	3	2573	réponses par habitant
42071	0.730460190	0.073046019	0.730460190	0.730460190	45	Le Coteau-42	Le Coteau	46.017230282	4.090957874	68.45	5	5	6845	réponses par habitant
42062	0.2	0.02	0.2	0.911577028	49	Chevrières-42	Chevrières	45.590353856	4.408324023	50	1	1	1097	réponses par habitant
42059	2.080181543	0.208018154	2.080181543	2.080181543	40	Chazelles-sur-Lyon-42	Chazelles-sur-Lyon	45.629285941	4.373868091	52.88	10	11	5288	réponses par habitant
42052	7.940854326	0.58	7.940854326	7.940854326	30	Charlieu-42	Charlieu	46.166320434	4.174078484	50	20	29	3652	réponses par habitant
42048	0.2	0.02	0.2	0.684462697	49	Chandon-42	Chandon	46.146752855	4.202233881	50	1	1	1461	réponses par habitant
42046	1.588983051	0.06	1.588983051	1.588983051	48	Champdieu-42	Champdieu	45.641392104	4.050249099	50	2	3	1888	réponses par habitant
42044	0.240269101	0.024026910	0.240269101	0.240269101	47	Le Chambon-Feugerolles-42	Le Chambon-Feugerolles	45.388606456	4.331962557	124.86	3	3	12486	réponses par habitant
42043	1.198322349	0.04	1.198322349	1.198322349	48	Chambœuf-42	Chamboeuf	45.574304977	4.321637057	50	2	2	1669	réponses par habitant
42042	0.2	0.02	0.2	1.013171226	50	Chambles-42	Chambles	45.452067205	4.226129971	50	0	1	987	réponses par habitant
42029	0.2	0.02	0.2	0.641025641	50	Bussières-42	Bussières	45.839585574	4.264507148	50	0	1	1560	réponses par habitant
42023	0.686341798	0.04	0.686341798	0.686341798	48	Bourg-Argental-42	Bourg-Argental	45.303733922	4.566531012	50	2	2	2914	réponses par habitant
42022	1.309586171	0.1	1.309586171	1.309586171	46	Bonson-42	Bonson	45.522085741	4.221515042	50	4	5	3818	réponses par habitant
42020	1.721170396	0.04	1.721170396	1.721170396	48	Boisset-lès-Montrond-42	Boisset-lès-Montrond	45.625061921	4.207622918	50	2	2	1162	réponses par habitant
42015	1.314060447	0.04	1.314060447	1.314060447	50	Belmont-de-la-Loire-42	Belmont-de-la-Loire	46.162260425	4.350260853	50	0	2	1522	réponses par habitant
42013	1.009591116	0.04	1.009591116	1.009591116	49	Bellegarde-en-Forez-42	Bellegarde-en-Forez	45.640813783	4.308885100	50	1	2	1981	réponses par habitant
42011	0.2	0.02	0.2	0.330360093	49	Balbigny-42	Balbigny	45.829476478	4.183325337	50	1	1	3027	réponses par habitant
42005	1.219636142	0.121963614	1.219636142	1.219636142	38	Andrézieux-Bouthéon-42	Andrézieux-Bouthéon	45.534991310	4.276504270	98.39	12	12	9839	réponses par habitant
41295	2.176975285	0.217697528	2.176975285	2.176975285	33	Vineuil-41	Vineuil	47.586292599	1.388321362	78.09	17	17	7809	réponses par habitant
41288	0.2	0.02	0.2	1.261034048	50	Villerbon-41	Villerbon	47.664005074	1.356780768	50	0	1	793	réponses par habitant
41269	8	0.832933845	8	8.329338447	0	Vendôme-41	Vendôme	47.801302669	1.061060572	166.88	134	139	16688	réponses par habitant
41267	5.336179296	0.1	5.336179296	5.336179296	47	Vallières-les-Grandes-41	Vallières-les-Grandes	47.410879079	1.147565028	50	3	5	937	réponses par habitant
41252	0.2	0.02	0.2	0.595592615	49	Suèvres-41	Suèvres	47.681420310	1.454489000	50	1	1	1679	réponses par habitant
41242	0.435729847	0.04	0.435729847	0.435729847	48	Selles-sur-Cher-41	Selles-sur-Cher	47.277644769	1.563870825	50	2	2	4590	réponses par habitant
41232	0.2	0.018796992	0.2	0.187969925	49	Salbris-41	Salbris	47.413459145	2.044990574	53.2	1	1	5320	réponses par habitant
41230	1.617250674	0.06	1.617250674	1.617250674	48	Saint-Sulpice-de-Pommeray-41	Saint-Sulpice-de-Pommeray	47.602844011	1.262549948	50	2	3	1855	réponses par habitant
41226	0.614817092	0.04	0.614817092	0.614817092	49	Saint-Ouen-41	Saint-Ouen	47.827912856	1.071339321	50	1	2	3253	réponses par habitant
41220	0.460511167	0.04	0.460511167	0.460511167	48	Saint-Laurent-Nouan-41	Saint-Laurent-Nouan	47.709174366	1.624662775	50	2	2	4343	réponses par habitant
41212	2.174588381	0.14	2.174588381	2.174588381	43	Saint-Gervais-la-Forêt-41	Saint-Gervais-la-Forêt	47.560745641	1.361389625	50	7	7	3219	réponses par habitant
41206	0.2	0.02	0.2	1.186239620	49	Saint-Denis-sur-Loire-41	Saint-Denis-sur-Loire	47.633771311	1.373695399	50	1	1	843	réponses par habitant
41204	0.2	0.02	0.2	0.564015792	49	Saint-Claude-de-Diray-41	Saint-Claude-de-Diray	47.617692471	1.419604495	50	1	1	1773	réponses par habitant
41198	0.700770848	0.04	0.700770848	0.700770848	48	Saint-Aignan-41	Saint-Aignan	47.250639806	1.334254508	50	2	2	2854	réponses par habitant
41194	3.287640700	0.328764070	3.287640700	3.287640700	0	Romorantin-Lanthenay-41	Romorantin-Lanthenay	47.374522634	1.744563854	179.46	53	59	17946	réponses par habitant
41180	0.2	0.02	0.2	0.657894737	49	Pontlevoy-41	Pontlevoy	47.396710771	1.230089456	50	1	1	1520	réponses par habitant
41161	0.2	0.02	0.2	0.429922614	49	Nouan-le-Fuzelier-41	Nouan-le-Fuzelier	47.536553109	2.029522362	50	1	1	2326	réponses par habitant
41158	0.853242321	0.04	0.853242321	0.853242321	49	Naveil-41	Naveil	47.786594151	1.022838663	50	1	2	2344	réponses par habitant
41151	0.524109015	0.04	0.524109015	0.524109015	48	Montrichard Val de Cher-41	Montrichard Val de Cher	47.360254841	1.183571064	50	2	2	3816	réponses par habitant
41150	0.2	0.02	0.2	0.305716906	49	Mont-près-Chambord-41	Mont-près-Chambord	47.557607481	1.448028152	50	1	1	3271	réponses par habitant
41149	1.050420168	0.08	1.050420168	1.050420168	47	Montoire-sur-le-Loir-41	Montoire-sur-le-Loir	47.765026964	0.854948191	50	3	4	3808	réponses par habitant
41147	0.2	0.02	0.2	0.508130081	50	Les Montils-41	Les Montils	47.503550754	1.304454559	50	0	1	1968	réponses par habitant
41146	0.2	0.02	0.2	1.030927835	49	Monthou-sur-Cher-41	Monthou-sur-Cher	47.351720705	1.290954075	50	1	1	970	réponses par habitant
41136	3.505417463	0.350541746	3.505417463	3.505417463	30	Mer-41	Mer	47.713420018	1.503980226	62.76	20	22	6276	réponses par habitant
41134	0.2	0.02	0.2	1.589825119	49	Menars-41	Menars	47.647284395	1.399847217	50	1	1	629	réponses par habitant
41128	2.739726027	0.04	2.739726027	2.739726027	48	Marolles-41	Marolles	47.652671241	1.310041932	50	2	2	730	réponses par habitant
41126	0.2	0.02	0.2	0.884173298	49	Mareuil-sur-Cher-41	Mareuil-sur-Cher	47.275620855	1.303130314	50	1	1	1131	réponses par habitant
41113	0.2	0.02	0.2	5.405405405	49	Lavardin-41	Lavardin	47.736956887	0.886026451	50	1	1	185	réponses par habitant
41106	0.2	0.02	0.2	0.211282485	49	Lamotte-Beuvron-41	Lamotte-Beuvron	47.603300887	2.023219969	50	1	1	4733	réponses par habitant
41104	0.2	0.02	0.2	0.438596491	49	Huisseau-sur-Cosson-41	Huisseau-sur-Cosson	47.594612401	1.454272491	50	1	1	2280	réponses par habitant
41095	0.2	0.02	0.2	0.918273646	49	Fréteval-41	Fréteval	47.890010759	1.206282284	50	1	1	1089	réponses par habitant
41067	0.2	0.02	0.2	0.353481796	49	Cour-Cheverny-41	Cour-Cheverny	47.510229886	1.476973723	50	1	1	2829	réponses par habitant
41055	0.2	0.02	0.2	0.406173842	50	Valloire-sur-Cisse-41	Valloire-sur-Cisse	47.524447098	1.238974005	50	0	1	2462	réponses par habitant
41047	1.110864252	0.1	1.110864252	1.110864252	46	La Chaussée-Saint-Victor-41	La Chaussée-Saint-Victor	47.611155901	1.357636093	50	4	5	4501	réponses par habitant
41031	8	1.32	8	25.162028212	0	Cellettes-41	Cellettes	47.528350808	1.381236473	50	58	66	2623	réponses par habitant
41029	0.2	0.02	0.2	0.660501982	49	Candé-sur-Beuvron-41	Candé-sur-Beuvron	47.506937856	1.265603449	50	1	1	1514	réponses par habitant
41018	5.975441592	0.597544159	5.975441592	5.975441592	0	Blois-41	Blois	47.581701394	1.306255516	456.87	258	273	45687	réponses par habitant
41013	0.2	0.02	0.2	3.546099291	49	Bauzy-41	Bauzy	47.529033000	1.611422055	50	1	1	282	réponses par habitant
41010	0.2	0.02	0.2	0.950570342	49	Azé-41	Azé	47.857027798	0.997062059	50	1	1	1052	réponses par habitant
41002	0.2	0.02	0.2	1.095290252	49	Angé-41	Angé	47.316518602	1.239781575	50	1	1	913	réponses par habitant
40332	0.2	0.02	0.2	0.441501104	49	Ychoux-40	Ychoux	44.357388843	-0.958507888	50	1	1	2265	réponses par habitant
40313	0.2	0.02	0.2	0.308166410	49	Tartas-40	Tartas	43.818287869	-0.782895219	50	1	1	3245	réponses par habitant
40312	0.727978646	0.072797865	0.727978646	0.727978646	42	Tarnos-40	Tarnos	43.536745800	-1.465318993	123.63	8	9	12363	réponses par habitant
40310	1.039501040	0.103950104	1.039501040	1.039501040	42	Soustons-40	Soustons	43.749804076	-1.328011715	76.96	8	8	7696	réponses par habitant
40308	0.2	0.02	0.2	1.059322034	49	Sort-en-Chalosse-40	Sort-en-Chalosse	43.682216877	-0.925226640	50	1	1	944	réponses par habitant
40307	0.2	0.02	0.2	0.903342367	50	Sore-40	Sore	44.306467564	-0.611382672	50	0	1	1107	réponses par habitant
40304	1.350986220	0.1	1.350986220	1.350986220	45	Soorts-Hossegor-40	Soorts-Hossegor	43.667568867	-1.412458967	50	5	5	3701	réponses par habitant
40294	0.2	0.02	0.2	0.644329897	49	Saugnac-et-Cambran-40	Saugnac-et-Cambran	43.672999121	-0.989281684	50	1	1	1552	réponses par habitant
40287	1.247193814	0.1	1.247193814	1.247193814	45	Sanguinet-40	Sanguinet	44.477870275	-1.064345196	50	5	5	4009	réponses par habitant
40284	0.2	0.013106160	0.2	0.131061599	49	Saint-Vincent-de-Tyrosse-40	Saint-Vincent-de-Tyrosse	43.659126452	-1.300384865	76.3	1	1	7630	réponses par habitant
40282	0.2	0.02	0.2	0.201694232	49	Saint-Sever-40	Saint-Sever	43.761285172	-0.566351543	50	1	1	4958	réponses par habitant
40281	0.421851930	0.042185193	0.421851930	0.421851930	46	Saint-Pierre-du-Mont-40	Saint-Pierre-du-Mont	43.871015553	-0.526374406	94.82	4	4	9482	réponses par habitant
40279	0.229147571	0.022914757	0.229147571	0.229147571	47	Saint-Paul-lès-Dax-40	Saint-Paul-lès-Dax	43.746408314	-1.081279807	130.92	3	3	13092	réponses par habitant
40273	0.747803328	0.074780333	0.747803328	0.747803328	47	Saint-Martin-de-Seignanx-40	Saint-Martin-de-Seignanx	43.532388268	-1.387479036	53.49	3	4	5349	réponses par habitant
40272	0.2	0.02	0.2	0.710732054	49	Saint-Martin-de-Hinx-40	Saint-Martin-de-Hinx	43.581348218	-1.277283499	50	1	1	1407	réponses par habitant
40243	0.2	0.02	0.2	0.337837838	49	Rion-des-Landes-40	Rion-des-Landes	43.934819283	-0.933954728	50	1	1	2960	réponses par habitant
40231	0.2	0.02	0.2	0.959692898	49	Port-de-Lanne-40	Port-de-Lanne	43.567591642	-1.179712248	50	1	1	1042	réponses par habitant
40227	2.795248078	0.08	2.795248078	2.795248078	46	Pissos-40	Pissos	44.295843303	-0.780642494	50	4	4	1431	réponses par habitant
40224	0.2	0.02	0.2	0.272257011	49	Peyrehorade-40	Peyrehorade	43.558387301	-1.106989530	50	1	1	3673	réponses par habitant
40217	0.2	0.016409583	0.2	0.164095832	49	Parentis-en-Born-40	Parentis-en-Born	44.345252395	-1.065201055	60.94	1	1	6094	réponses par habitant
40209	0.575373993	0.057537399	0.575373993	0.575373993	48	Ondres-40	Ondres	43.566358676	-1.453810982	52.14	2	3	5214	réponses par habitant
