Depcom	affichage	atteinte cible	Rep_hab graph	Rep_hab	Reste (num)	Nom Com Dep	Nom Commune	Latitude	Longitude	cible	nb rep 2019 cyclistes	Number of Records	Population	Unité affichage
25112	0.2	0.02	0.2	0.774593338	49	Chalezeule-25	Chalezeule	47.256649229	6.065878382	50	1	1	1291	réponses par habitant
25097	4.158004158	0.04	4.158004158	4.158004158	48	Brognard-25	Brognard	47.527679758	6.865155317	50	2	2	481	réponses par habitant
25058	2.199413490	0.06	2.199413490	2.199413490	48	Beure-25	Beure	47.206076671	6.005261291	50	2	3	1364	réponses par habitant
25057	1.227639425	0.122763942	1.227639425	1.227639425	43	Bethoncourt-25	Bethoncourt	47.541112664	6.800375096	57.02	7	7	5702	réponses par habitant
25056	6.594199165	0.659419917	6.594199165	6.594199165	0	Besançon-25	Besançon	47.255387225	6.019486965	1164.66	728	768	116466	réponses par habitant
25048	0.546298825	0.04	0.546298825	0.546298825	48	Bavans-25	Bavans	47.483508522	6.725193409	50	2	2	3661	réponses par habitant
25047	1.553699748	0.155369975	1.553699748	1.553699748	43	Baume-les-Dames-25	Baume-les-Dames	47.354440178	6.343453703	51.49	7	8	5149	réponses par habitant
25043	0.2	0.02	0.2	0.496277916	49	Bart-25	Bart	47.491466798	6.767510470	50	1	1	2015	réponses par habitant
25039	0.2	0.02	0.2	1.111111111	49	Avoudrey-25	Avoudrey	47.138487969	6.433372590	50	1	1	900	réponses par habitant
25038	0.2	0.02	0.2	6.024096386	49	Avilley-25	Avilley	47.428979753	6.268887078	50	1	1	166	réponses par habitant
25036	4.422821760	0.2	4.422821760	4.422821760	40	Avanne-Aveney-25	Avanne-Aveney	47.201393932	5.955499699	50	10	10	2261	réponses par habitant
25031	1.398910322	0.139891032	1.398910322	1.398910322	31	Audincourt-25	Audincourt	47.481167638	6.854939832	135.82	19	19	13582	réponses par habitant
25021	0.2	0.02	0.2	0.613496933	50	Arc-et-Senans-25	Arc-et-Senans	47.035104637	5.769783664	50	0	1	1630	réponses par habitant
25020	0.2	0.02	0.2	1.075268817	49	Arbouans-25	Arbouans	47.488517911	6.808075956	50	1	1	930	réponses par habitant
25013	0.2	0.02	0.2	3.984063745	49	Allondans-25	Allondans	47.522347519	6.751333901	50	1	1	251	réponses par habitant
24557	0.301704631	0.030170463	0.301704631	0.301704631	48	Trélissac-24	Trélissac	45.209738167	0.778416323	66.29	2	2	6629	réponses par habitant
24547	0.2	0.016265452	0.2	0.162654522	49	Terrasson-Lavilledieu-24	Terrasson-Lavilledieu	45.118146360	1.299164634	61.48	1	1	6148	réponses par habitant
24540	0.2	0.02	0.2	0.643500644	49	Sorges et Ligueux en Périgord-24	Sorges et Ligueux en Périgord	45.291707235	0.849973185	50	1	1	1554	réponses par habitant
24527	0.2	0.02	0.2	1.009081736	49	Savignac-les-Églises-24	Savignac-les-Églises	45.275318104	0.911755705	50	1	1	991	réponses par habitant
24521	7.782101167	0.16	7.782101167	7.782101167	44	Sarliac-sur-l'Isle-24	Sarliac-sur-l'Isle	45.239863933	0.866391236	50	6	8	1028	réponses par habitant
24520	1.229599821	0.122959982	1.229599821	1.229599821	41	Sarlat-la-Canéda-24	Sarlat-la-Canéda	44.898355807	1.206648643	89.46	9	11	8946	réponses par habitant
24493	0.2	0.02	0.2	10.416666667	49	Saint-Raphaël-24	Saint-Raphaël	45.304051472	1.073140232	50	1	1	96	réponses par habitant
24463	0.2	0.02	0.2	1.862197393	49	Saint-Médard-d'Excideuil-24	Saint-Médard-d'Excideuil	45.347002344	1.086134035	50	1	1	537	réponses par habitant
24372	0.2	0.017889088	0.2	0.178890877	49	Saint-Astier-24	Saint-Astier	45.148435728	0.519678091	55.9	1	1	5590	réponses par habitant
24328	0.2	0.02	0.2	0.851788756	50	Piégut-Pluviers-24	Piégut-Pluviers	45.631899685	0.699945365	50	0	1	1174	réponses par habitant
24322	2.407060711	0.240706071	2.407060711	2.407060711	0	Périgueux-24	Périgueux	45.191870487	0.711825550	299.12	63	72	29912	réponses par habitant
24311	6.807131280	0.42	6.807131280	6.807131280	38	Nontron-24	Nontron	45.530329554	0.683993811	50	12	21	3085	réponses par habitant
24295	0.2	0.02	0.2	0.797448166	49	Montrem-24	Montrem	45.131032697	0.580971705	50	1	1	1254	réponses par habitant
24231	0.2	0.02	0.2	11.904761905	49	Lavalade-24	Lavalade	44.694290520	0.860342370	50	1	1	84	réponses par habitant
24223	0.2	0.02	0.2	0.357270454	49	Lalinde-24	Lalinde	44.855773555	0.741585384	50	1	1	2799	réponses par habitant
24214	2.347417840	0.04	2.347417840	2.347417840	49	Javerlhac-et-la-Chapelle-Saint-Robert-24	Javerlhac-et-la-Chapelle-Saint-Robert	45.561037403	0.550483840	50	1	2	852	réponses par habitant
24164	0.2	0.02	0.2	0.846740051	49	Excideuil-24	Excideuil	45.329305443	1.062178946	50	1	1	1181	réponses par habitant
24138	0.251635632	0.025163563	0.251635632	0.251635632	48	Coulounieix-Chamiers-24	Coulounieix-Chamiers	45.165079977	0.687592494	79.48	2	2	7948	réponses par habitant
24120	0.2	0.02	0.2	1.742160279	49	Cherveix-Cubas-24	Cherveix-Cubas	45.287832280	1.111151231	50	1	1	574	réponses par habitant
24098	0.2	0.02	0.2	0.349650350	49	Champcevinel-24	Champcevinel	45.221246671	0.725037550	50	1	1	2860	réponses par habitant
24096	0.2	0.02	0.2	1.364256480	50	Champagnac-de-Belair-24	Champagnac-de-Belair	45.400469208	0.695070985	50	0	1	733	réponses par habitant
24053	0.2	0.009472388	0.2	0.094723880	49	Boulazac Isle Manoire-24	Boulazac Isle Manoire	45.173772695	0.769368951	105.57	1	1	10557	réponses par habitant
24037	0.916791962	0.091679196	0.916791962	0.916791962	29	Bergerac-24	Bergerac	44.854375187	0.486529423	272.69	21	25	27269	réponses par habitant
24031	0.2	0.02	0.2	3.773584906	49	Beauregard-et-Bassac-24	Beauregard-et-Bassac	44.993618803	0.632602848	50	1	1	265	réponses par habitant
24026	0.2	0.02	0.2	0.223563604	49	Bassillac et Auberoche-24	Bassillac et Auberoche	45.178959243	0.820956969	50	1	1	4473	réponses par habitant
24011	0.2	0.02	0.2	0.794912560	49	Antonne-et-Trigonant-24	Antonne-et-Trigonant	45.230053768	0.831654901	50	1	1	1258	réponses par habitant
24001	0.2	0.02	0.2	1.620745543	49	Abjat-sur-Bandiat-24	Abjat-sur-Bandiat	45.581765741	0.759998823	50	1	1	617	réponses par habitant
23260	0.2	0.02	0.2	6.410256410	49	Vidaillat-23	Vidaillat	45.955222863	1.897905975	50	1	1	156	réponses par habitant
23247	0.2	0.02	0.2	0.566893424	49	Saint-Vaury-23	Saint-Vaury	46.199908581	1.749049775	50	1	1	1764	réponses par habitant
23193	0.809061489	0.04	0.809061489	0.809061489	49	Sainte-Feyre-23	Sainte-Feyre	46.157098785	1.913282373	50	1	2	2472	réponses par habitant
23176	0.566465257	0.056646526	0.566465257	0.566465257	49	La Souterraine-23	La Souterraine	46.236657994	1.475910889	52.96	1	3	5296	réponses par habitant
23167	0.2	0.02	0.2	2.857142857	49	Sannat-23	Sannat	46.122985634	2.415399629	50	1	1	350	réponses par habitant
23165	0.2	0.02	0.2	1.751313485	49	Royère-de-Vassivière-23	Royère-de-Vassivière	45.837535585	1.901673876	50	1	1	571	réponses par habitant
23141	0.2	0.02	0.2	1.531393568	50	Naillat-23	Naillat	46.258586675	1.650076609	50	0	1	653	réponses par habitant
23096	6.478342750	0.647834275	6.478342750	6.478342750	0	Guéret-23	Guéret	46.163212143	1.870786727	132.75	70	86	13275	réponses par habitant
23076	0.2	0.02	0.2	0.721500722	49	Évaux-les-Bains-23	Évaux-les-Bains	46.168925905	2.499331100	50	1	1	1386	réponses par habitant
23030	0.2	0.02	0.2	0.376506024	50	Bourganeuf-23	Bourganeuf	45.948831611	1.749006409	50	0	1	2656	réponses par habitant
23008	0.2	0.02	0.2	0.294117647	49	Aubusson-23	Aubusson	45.950901750	2.165880548	50	1	1	3400	réponses par habitant
22391	0.2	0.02	0.2	0.844594595	50	Yvignac-la-Tour-22	Yvignac-la-Tour	48.348852731	-2.170940678	50	0	1	1184	réponses par habitant
22389	0.2	0.019924288	0.2	0.199242877	49	Yffiniac-22	Yffiniac	48.468501588	-2.680981203	50.19	1	1	5019	réponses par habitant
22388	0.2	0.02	0.2	0.802568218	49	Vildé-Guingalan-22	Vildé-Guingalan	48.436542121	-2.151792156	50	1	1	1246	réponses par habitant
22387	5.227781927	0.14	5.227781927	5.227781927	44	Le Vieux-Marché-22	Le Vieux-Marché	48.613873684	-3.438167406	50	6	7	1339	réponses par habitant
22385	1.901140684	0.04	1.901140684	1.901140684	48	La Vicomté-sur-Rance-22	La Vicomté-sur-Rance	48.487933446	-1.982876223	50	2	2	1052	réponses par habitant
22372	0.2	0.02	0.2	0.487567040	49	Trémuson-22	Trémuson	48.524819021	-2.847907745	50	1	1	2051	réponses par habitant
22368	0.2	0.02	0.2	1.314060447	49	Tréméreuc-22	Tréméreuc	48.560824866	-2.063988617	50	1	1	761	réponses par habitant
22364	1.103346819	0.06	1.103346819	1.103346819	48	Trélivan-22	Trélivan	48.430399033	-2.106335509	50	2	3	2719	réponses par habitant
22363	0.2	0.02	0.2	0.795544948	50	Trélévern-22	Trélévern	48.801785558	-3.369677895	50	0	1	1257	réponses par habitant
22360	1.421127428	0.142112743	1.421127428	1.421127428	38	Trégueux-22	Trégueux	48.480075769	-2.745064215	84.44	12	12	8444	réponses par habitant
22353	8	1.74	8	35.553739273	0	Trégastel-22	Trégastel	48.817321796	-3.506403331	50	72	87	2447	réponses par habitant
22349	0.2	0.02	0.2	0.692520776	49	Trédrez-Locquémeau-22	Trédrez-Locquémeau	48.707536811	-3.564412526	50	1	1	1444	réponses par habitant
22343	6.277292576	0.46	6.277292576	6.277292576	28	Trébeurden-22	Trébeurden	48.770777594	-3.557692386	50	22	23	3664	réponses par habitant
22339	0.830564784	0.04	0.830564784	0.830564784	48	Taden-22	Taden	48.487936709	-2.054028566	50	2	2	2408	réponses par habitant
22325	2.741603838	0.16	2.741603838	2.741603838	42	Saint-Quay-Portrieux-22	Saint-Quay-Portrieux	48.654247501	-2.843823377	50	8	8	2918	réponses par habitant
22324	2.291825821	0.06	2.291825821	2.291825821	47	Saint-Quay-Perros-22	Saint-Quay-Perros	48.782159701	-3.448980671	50	3	3	1309	réponses par habitant
22323	0.2	0.02	0.2	1.243781095	49	Saint-Pôtan-22	Saint-Pôtan	48.557420364	-2.293231262	50	1	1	804	réponses par habitant
22308	0.2	0.02	0.2	1.522070015	49	Saint-Juvat-22	Saint-Juvat	48.361992115	-2.054766365	50	1	1	657	réponses par habitant
22307	1.455604076	0.06	1.455604076	1.455604076	47	Saint-Julien-22	Saint-Julien	48.448099056	-2.816856047	50	3	3	2061	réponses par habitant
22302	8	0.76	8	41.942604857	14	Saint-Jacut-de-la-Mer-22	Saint-Jacut-de-la-Mer	48.587996475	-2.193246836	50	36	38	906	réponses par habitant
22299	0.2	0.02	0.2	0.683526999	49	Saint-Hélen-22	Saint-Hélen	48.466115466	-1.959196412	50	1	1	1463	réponses par habitant
22282	1.193673530	0.08	1.193673530	1.193673530	46	Saint-Cast-le-Guildo-22	Saint-Cast-le-Guildo	48.603715560	-2.249122961	50	4	4	3351	réponses par habitant
22280	2.008032129	0.04	2.008032129	2.008032129	48	Saint-Carné-22	Saint-Carné	48.419571478	-2.054609965	50	2	2	996	réponses par habitant
22278	8	1.222249383	8	12.222493833	0	Saint-Brieuc-22	Saint-Brieuc	48.514980605	-2.761545528	449.99	507	550	44999	réponses par habitant
22266	0.653167864	0.04	0.653167864	0.653167864	49	Rostrenen-22	Rostrenen	48.221542774	-3.311797047	50	1	2	3062	réponses par habitant
22265	1.138952164	0.04	1.138952164	1.138952164	48	Rospez-22	Rospez	48.736366472	-3.386035991	50	2	2	1756	réponses par habitant
22259	1.879699248	0.14	1.879699248	1.879699248	43	Quévert-22	Quévert	48.463126899	-2.085628779	50	7	7	3724	réponses par habitant
22251	1.266713582	0.126671358	1.266713582	1.266713582	41	Pordic-22	Pordic	48.570227521	-2.825171900	71.05	9	9	7105	réponses par habitant
22250	0.2	0.02	0.2	0.965250965	49	Pontrieux-22	Pontrieux	48.699838463	-3.159083402	50	1	1	1036	réponses par habitant
22248	1.135718342	0.04	1.135718342	1.135718342	48	Pommerit-le-Vicomte-22	Pommerit-le-Vicomte	48.618016749	-3.102854195	50	2	2	1761	réponses par habitant
22245	0.2	0.02	0.2	1	49	Pluzunet-22	Pluzunet	48.636377323	-3.371211093	50	1	1	1000	réponses par habitant
22237	0.911161731	0.04	0.911161731	0.911161731	48	Pluduno-22	Pluduno	48.523261572	-2.280793258	50	2	2	2195	réponses par habitant
22226	0.2	0.02	0.2	0.402090873	50	Ploumilliau-22	Ploumilliau	48.684283214	-3.513929822	50	0	1	2487	réponses par habitant
22225	0.2	0.018477458	0.2	0.184774575	49	Ploumagoar-22	Ploumagoar	48.530458718	-3.109565675	54.12	1	1	5412	réponses par habitant
22224	2.406738869	0.08	2.406738869	2.406738869	46	Ploulec'h-22	Ploulec'h	48.718990163	-3.501648878	50	4	4	1662	réponses par habitant
22223	1.014198783	0.04	1.014198783	1.014198783	48	Plouisy-22	Plouisy	48.583488935	-3.191532873	50	2	2	1972	réponses par habitant
22222	1.338090990	0.12	1.338090990	1.338090990	46	Plouha-22	Plouha	48.682231653	-2.931474035	50	4	6	4484	réponses par habitant
22221	0.2	0.02	0.2	0.563697858	49	Plouguiel-22	Plouguiel	48.804792675	-3.245495635	50	1	1	1774	réponses par habitant
22215	7.106509914	0.710650991	7.106509914	7.106509914	0	Ploufragan-22	Ploufragan	48.487748297	-2.808516309	113.98	71	81	11398	réponses par habitant
22213	0.852272727	0.06	0.852272727	0.852272727	48	Plouër-sur-Rance-22	Plouër-sur-Rance	48.524848293	-2.006603198	50	2	3	3520	réponses par habitant
22212	0.2	0.02	0.2	0.883392226	50	Plouëc-du-Trieux-22	Plouëc-du-Trieux	48.672294348	-3.187475313	50	0	1	1132	réponses par habitant
22211	1.117942985	0.08	1.117942985	1.117942985	46	Ploubezre-22	Ploubezre	48.685519576	-3.448395123	50	4	4	3578	réponses par habitant
22209	1.981879955	0.14	1.981879955	1.981879955	43	Beaussais-sur-Mer-22	Beaussais-sur-Mer	48.559668819	-2.128383627	50	7	7	3532	réponses par habitant
22207	0.2	0.02	0.2	0.466200466	49	Plouaret-22	Plouaret	48.619391525	-3.482975408	50	1	1	2145	réponses par habitant
22206	0.2	0.02	0.2	0.351617440	49	Châtelaudren-Plouagat-22	Châtelaudren-Plouagat	48.530365685	-2.989528658	50	1	1	2844	réponses par habitant
22198	5.796370968	0.46	5.796370968	5.796370968	29	Pleumeur-Bodou-22	Pleumeur-Bodou	48.785285136	-3.517210582	50	21	23	3968	réponses par habitant
22197	1.041666667	0.06	1.041666667	1.041666667	48	Pleudihen-sur-Rance-22	Pleudihen-sur-Rance	48.509293734	-1.941459049	50	2	3	2880	réponses par habitant
22190	0.558971492	0.04	0.558971492	0.558971492	48	Pleslin-Trigavou-22	Pleslin-Trigavou	48.527925743	-2.070947536	50	2	2	3578	réponses par habitant
22187	2.387152778	0.238715278	2.387152778	2.387152778	20	Plérin-22	Plérin	48.544173213	-2.770046359	138.24	30	33	13824	réponses par habitant
22186	1.228803146	0.1	1.228803146	1.228803146	45	Pléneuf-Val-André-22	Pléneuf-Val-André	48.584005461	-2.530168877	50	5	5	4069	réponses par habitant
22176	0.304367676	0.030436768	0.304367676	0.304367676	48	Plédran-22	Plédran	48.443029790	-2.745361546	65.71	2	2	6571	réponses par habitant
22168	3.466444814	0.346644481	3.466444814	3.466444814	26	Perros-Guirec-22	Perros-Guirec	48.809439342	-3.467692279	72.12	24	25	7212	réponses par habitant
22166	0.2	0.02	0.2	0.388953715	49	Penvénan-22	Penvénan	48.816014407	-3.302247458	50	1	1	2571	réponses par habitant
22162	1.809073198	0.180907320	1.809073198	1.809073198	37	Paimpol-22	Paimpol	48.773338624	-3.054593970	71.86	13	13	7186	réponses par habitant
22144	0.2	0.02	0.2	0.777604977	50	La Méaugon-22	La Méaugon	48.504476861	-2.847294185	50	0	1	1286	réponses par habitant
22143	1.210653753	0.04	1.210653753	1.210653753	49	Matignon-22	Matignon	48.601768278	-2.290217895	50	1	2	1652	réponses par habitant
22136	0.416970708	0.041697071	0.416970708	0.416970708	46	Loudéac-22	Loudéac	48.174029391	-2.750975444	95.93	4	4	9593	réponses par habitant
22135	0.2	0.02	0.2	0.424628450	49	Louargat-22	Louargat	48.561200255	-3.341013417	50	1	1	2355	réponses par habitant
22134	2.603319232	0.16	2.603319232	2.603319232	43	Louannec-22	Louannec	48.784228067	-3.411802131	50	7	8	3073	réponses par habitant
22131	0.2	0.02	0.2	1.076426265	49	Loguivy-Plougras-22	Loguivy-Plougras	48.510643206	-3.491410178	50	1	1	929	réponses par habitant
22118	1.685528534	0.14	1.685528534	1.685528534	43	Lanvallay-22	Lanvallay	48.451759809	-2.010533627	50	7	7	4153	réponses par habitant
22113	8	0.837073269	8	8.370732691	0	Lannion-22	Lannion	48.743349671	-3.461597997	198.31	159	166	19831	réponses par habitant
22110	0.2	0.02	0.2	1.666666667	49	Lanmérin-22	Lanmérin	48.740284962	-3.355987179	50	1	1	600	réponses par habitant
22106	3.661087866	0.366108787	3.661087866	3.661087866	22	Langueux-22	Langueux	48.500052283	-2.709722822	76.48	28	28	7648	réponses par habitant
22105	0.2	0.02	0.2	0.858369099	49	Languenan-22	Languenan	48.511511934	-2.132964675	50	1	1	1165	réponses par habitant
22103	0.2	0.02	0.2	1.083423619	49	Langrolay-sur-Rance-22	Langrolay-sur-Rance	48.553022330	-2.013838161	50	1	1	923	réponses par habitant
22094	8	0.28	8	9.247027741	37	Lancieux-22	Lancieux	48.601284466	-2.147295086	50	13	14	1514	réponses par habitant
22093	0.520794584	0.052079458	0.520794584	0.520794584	43	Lamballe-Armor-22	Lamballe-Armor	48.468440475	-2.495348160	134.41	7	7	13441	réponses par habitant
22090	0.2	0.02	0.2	0.956937799	49	Kermaria-Sulard-22	Kermaria-Sulard	48.773532731	-3.372541084	50	1	1	1045	réponses par habitant
22084	0.2	0.02	0.2	0.402414487	49	Jugon-les-Lacs - Commune nouvelle-22	Jugon-les-Lacs - Commune nouvelle	48.416659107	-2.325223497	50	1	1	2485	réponses par habitant
22081	0.971581248	0.08	0.971581248	0.971581248	46	Hillion-22	Hillion	48.502988470	-2.646147494	50	4	4	4117	réponses par habitant
22070	8	0.855196405	8	8.551964053	7	Guingamp-22	Guingamp	48.561275950	-3.153302235	68.99	43	59	6899	réponses par habitant
22067	1.195219124	0.06	1.195219124	1.195219124	48	Grâces-22	Grâces	48.545074493	-3.182008977	50	2	3	2510	réponses par habitant
22065	0.2	0.02	0.2	0.569151964	50	Goudelin-22	Goudelin	48.603332923	-3.022590631	50	0	1	1757	réponses par habitant
22055	0.861450108	0.086145011	0.861450108	0.861450108	44	Binic-Étables-sur-Mer-22	Binic-Étables-sur-Mer	48.625535048	-2.841389948	69.65	6	6	6965	réponses par habitant
22054	0.2	0.02	0.2	0.256147541	49	Erquy-22	Erquy	48.619418631	-2.458584429	50	1	1	3904	réponses par habitant
22050	8	0.801575025	8	8.015750246	0	Dinan-22	Dinan	48.455770995	-2.048161497	142.22	101	114	14222	réponses par habitant
22048	0.918695452	0.04	0.918695452	0.918695452	48	Corseul-22	Corseul	48.482888464	-2.166207527	50	2	2	2177	réponses par habitant
22047	0.2	0.02	0.2	1.044932079	50	Corlay-22	Corlay	48.309746296	-3.037746005	50	0	1	957	réponses par habitant
22046	0.2	0.015564202	0.2	0.155642023	50	Le Mené-22	Le Mené	48.293731265	-2.522468037	64.25	0	1	6425	réponses par habitant
22044	1.126126126	0.04	1.126126126	1.126126126	49	Coëtmieux-22	Coëtmieux	48.486622483	-2.592234205	50	1	2	1776	réponses par habitant
22040	0.2	0.02	0.2	1.721170396	49	Coadout-22	Coadout	48.515177442	-3.178903315	50	1	1	581	réponses par habitant
22032	0.808407437	0.04	0.808407437	0.808407437	49	Caulnes-22	Caulnes	48.302140665	-2.160705983	50	1	2	2474	réponses par habitant
22018	0.2	0.02	0.2	3.344481605	50	Brélidy-22	Brélidy	48.648953298	-3.227634803	50	0	1	299	réponses par habitant
22016	0.2	0.02	0.2	2.747252747	49	Île-de-Bréhat-22	Île-de-Bréhat	48.851165388	-3.001267606	50	1	1	364	réponses par habitant
22011	0.2	0.02	0.2	0.925069380	50	Boqueho-22	Boqueho	48.467900914	-2.985145679	50	0	1	1081	réponses par habitant
22008	1.823154057	0.04	1.823154057	1.823154057	48	Bobital-22	Bobital	48.414489766	-2.097045681	50	2	2	1097	réponses par habitant
21710	0.2	0.02	0.2	0.930232558	50	Vitteaux-21	Vitteaux	47.397428276	4.543122928	50	0	1	1075	réponses par habitant
21657	8	1.44	8	37.286380114	0	Varois-et-Chaignot-21	Varois-et-Chaignot	47.355447667	5.125564578	50	68	72	1931	réponses par habitant
21632	0.2	0.02	0.2	0.926784059	49	Thorey-en-Plaine-21	Thorey-en-Plaine	47.215090457	5.138363168	50	1	1	1079	réponses par habitant
21617	0.512732866	0.051273287	0.512732866	0.512732866	44	Talant-21	Talant	47.338830028	4.997795160	117.02	6	6	11702	réponses par habitant
21610	0.2	0.02	0.2	2.770083102	49	Soissons-sur-Nacey-21	Soissons-sur-Nacey	47.249858328	5.461666753	50	1	1	361	réponses par habitant
21605	2.890173410	0.12	2.890173410	2.890173410	44	Sennecey-lès-Dijon-21	Sennecey-lès-Dijon	47.292087517	5.104185512	50	6	6	2076	réponses par habitant
21603	0.2	0.02	0.2	0.242013553	49	Semur-en-Auxois-21	Semur-en-Auxois	47.490955927	4.341063668	50	1	1	4132	réponses par habitant
21565	0.2	0.02	0.2	2.272727273	49	Saint-Philibert-21	Saint-Philibert	47.203314428	5.013217081	50	1	1	440	réponses par habitant
21540	1.498637602	0.149863760	1.498637602	1.498637602	41	Saint-Apollinaire-21	Saint-Apollinaire	47.336030345	5.093225847	73.4	9	11	7340	réponses par habitant
21535	0.2	0.02	0.2	0.769822941	49	Ruffey-lès-Echirey-21	Ruffey-lès-Echirey	47.367697207	5.084626245	50	1	1	1299	réponses par habitant
21515	6.772949880	0.677294988	6.772949880	6.772949880	0	Quetigny-21	Quetigny	47.319563540	5.115753102	95.97	61	65	9597	réponses par habitant
21501	0.2	0.02	0.2	0.691562932	49	Pouilly-en-Auxois-21	Pouilly-en-Auxois	47.262772207	4.555605198	50	1	1	1446	réponses par habitant
21485	0.767754319	0.04	0.767754319	0.767754319	48	Plombières-lès-Dijon-21	Plombières-lès-Dijon	47.338620157	4.950054166	50	2	2	2605	réponses par habitant
21483	0.2	0.02	0.2	3.448275862	49	Pichanges-21	Pichanges	47.456119284	5.158359234	50	1	1	290	réponses par habitant
21469	0.2	0.02	0.2	2.132196162	49	Orgeux-21	Orgeux	47.364228623	5.151822500	50	1	1	469	réponses par habitant
21464	1.443261772	0.144326177	1.443261772	1.443261772	42	Nuits-Saint-Georges-21	Nuits-Saint-Georges	47.146518392	4.938550042	55.43	8	8	5543	réponses par habitant
21425	0.2	0.018747657	0.2	0.187476565	49	Montbard-21	Montbard	47.657673015	4.350395698	53.34	1	1	5334	réponses par habitant
21405	0.2	0.02	0.2	1.226993865	49	Merceuil-21	Merceuil	46.953829837	4.847909912	50	1	1	815	réponses par habitant
21390	1.304509877	0.130450988	1.304509877	1.304509877	44	Marsannay-la-Côte-21	Marsannay-la-Côte	47.279005942	4.984508985	53.66	6	7	5366	réponses par habitant
21370	0.2	0.02	0.2	1.150747986	50	Magny-sur-Tille-21	Magny-sur-Tille	47.273963276	5.172791639	50	0	1	869	réponses par habitant
21355	0.796087797	0.079608780	0.796087797	0.796087797	43	Longvic-21	Longvic	47.285832398	5.052783685	87.93	7	7	8793	réponses par habitant
21295	0.2	0.02	0.2	0.324044070	49	Gevrey-Chambertin-21	Gevrey-Chambertin	47.220082295	4.983016123	50	1	1	3086	réponses par habitant
21292	0.373831776	0.037383178	0.373831776	0.373831776	48	Genlis-21	Genlis	47.240739513	5.220976871	53.5	2	2	5350	réponses par habitant
21278	2.573282614	0.257328261	2.573282614	2.573282614	27	Fontaine-lès-Dijon-21	Fontaine-lès-Dijon	47.347590176	5.024708795	89.38	23	23	8938	réponses par habitant
21231	7.485975885	0.748597588	7.485975885	7.485975885	0	Dijon-21	Dijon	47.322943796	5.037888059	1550.9	1122	1161	155090	réponses par habitant
21228	0.2	0.02	0.2	7.142857143	49	Détain-et-Bruant-21	Détain-et-Bruant	47.174811179	4.788022898	50	1	1	140	réponses par habitant
21171	7.828810021	0.782881002	7.828810021	7.828810021	0	Chevigny-Saint-Sauveur-21	Chevigny-Saint-Sauveur	47.299900727	5.136569679	114.96	87	90	11496	réponses par habitant
21166	3.984929720	0.398492972	3.984929720	3.984929720	0	Chenôve-21	Chenôve	47.292613672	5.004883535	138.02	52	55	13802	réponses par habitant
21154	0.371885459	0.037188546	0.371885459	0.371885459	48	Châtillon-sur-Seine-21	Châtillon-sur-Seine	47.858216034	4.591921997	53.78	2	2	5378	réponses par habitant
21123	0.2	0.02	0.2	34.482758621	49	Buxerolles-21	Buxerolles	47.807754565	4.955486845	50	1	1	29	réponses par habitant
21106	0.2	0.02	0.2	1.111111111	49	Bretenière-21	Bretenière	47.235878312	5.103423612	50	1	1	900	réponses par habitant
21105	3.619909502	0.08	3.619909502	3.619909502	46	Bressey-sur-Tille-21	Bressey-sur-Tille	47.308452399	5.184361431	50	4	4	1105	réponses par habitant
21082	0.2	0.02	0.2	13.698630137	49	Blancey-21	Blancey	47.302796284	4.460072569	50	1	1	73	réponses par habitant
21059	0.2	0.02	0.2	1.161440186	49	Bellefond-21	Bellefond	47.380176076	5.063895792	50	1	1	861	réponses par habitant
21054	2.448715579	0.244871558	2.448715579	2.448715579	4	Beaune-21	Beaune	47.025518937	4.837679860	216.44	46	53	21644	réponses par habitant
21038	0.520629962	0.052062996	0.520629962	0.520629962	46	Auxonne-21	Auxonne	47.188612605	5.414503894	76.83	4	4	7683	réponses par habitant
21027	0.2	0.02	0.2	0.871839582	49	Asnières-lès-Dijon-21	Asnières-lès-Dijon	47.387220365	5.045205272	50	1	1	1147	réponses par habitant
21021	0.2	0.02	0.2	0.377643505	49	Arc-sur-Tille-21	Arc-sur-Tille	47.338230038	5.200321424	50	1	1	2648	réponses par habitant
21005	0.2	0.02	0.2	0.721500722	49	Aiserey-21	Aiserey	47.172878589	5.168765225	50	1	1	1386	réponses par habitant
21003	3.289473684	0.08	3.289473684	3.289473684	47	Ahuy-21	Ahuy	47.371356342	5.021297274	50	3	4	1216	réponses par habitant
19275	0.204457166	0.020445717	0.204457166	0.204457166	48	Ussel-19	Ussel	45.550229076	2.304499065	97.82	2	2	9782	réponses par habitant
19274	0.2	0.02	0.2	0.239865675	49	Ussac-19	Ussac	45.190186103	1.512687241	50	1	1	4169	réponses par habitant
19272	2.006503840	0.200650384	2.006503840	2.006503840	25	Tulle-19	Tulle	45.273151700	1.763138757	144.53	25	29	14453	réponses par habitant
19235	8	0.04	8	9.433962264	50	Saint-Paul-19	Saint-Paul	45.206378686	1.897960547	50	0	2	212	réponses par habitant
19207	0.2	0.02	0.2	0.908265213	49	Saint-Germain-les-Vergnes-19	Saint-Germain-les-Vergnes	45.267197598	1.620998684	50	1	1	1101	réponses par habitant
19153	0.547645126	0.04	0.547645126	0.547645126	48	Objat-19	Objat	45.263233361	1.412872371	50	2	2	3652	réponses par habitant
19123	8	1.285571643	8	12.855716425	0	Malemort-19	Malemort	45.176099789	1.583863722	80.12	98	103	8012	réponses par habitant
